,ID,comments,cleaned_comments
1113,zJGleGyahC8,Cinematography wise i was impressed with Argo not amazed impressed. Though i enjoyed Django very much it was not one of Quentins best and it was not Oscar material Pulp Fiction was and Jackie Brown. I wouldnt of minded if Lincoln won that movie was top notch of course but Ben did a good job in Argo mainly becuase he did not over act. I dont know Oscars and shit sucks anyway Cult movies are the best becuase thoose fans know whats good. Like Donnie Darko watch that.,cinematographi wise impress argo amaz impress though enjoy django much one quentin best oscar materi pulp fiction jacki brown wouldnt mind lincoln movi top notch cours ben good job argo mainli becuas act dont know oscar shit suck anyway cult movi best becuas thoos fan know what good like donni darko watch
1114,zJGleGyahC8,Funny how a man that looks like you said that.,funni man look like said
1115,zJGleGyahC8,This trailer is fucking cool but even if you don&#39;t think so we all agree that this is an amazing movie. It blew my mind and is one of the best i have seen in 10 years cinematography wise especially besides Hugo which its intresting how both of thoose movies have something very similar.,trailer fuck cool even think agre amaz movi blew mind one best seen year cinematographi wise especi besid hugo intrest thoos movi someth similar
1116,zJGleGyahC8,LIKE,like
1117,zJGleGyahC8,The what are trailers for? If you don&#39;t like the trailer then you won&#39;t watch the movie right?,trailer like trailer watch movi right
1118,zJGleGyahC8,This movie was amazing. but the ending made me wanna punch her in the face. Moral of this story don&#39;t trust women.,movi amaz end made wan na punch face moral stori trust women
1119,zJGleGyahC8,What does &quot;bias&quot; mean?,quot bia quot mean
1120,zJGleGyahC8,You can not judge a movie by its trailer! And I refrain myself from saying something about what you say about the range for this movie -.-,judg movi trailer refrain say someth say rang movi
1121,zJGleGyahC8,What a beautiful movie.  He gets screwed big time but at least he finally lost his virginity!!!  LMFAO,beauti movi get screw big time least final lost virgin lmfao
1122,zJGleGyahC8,me after watching --&gt; D: .... watch this.,watch gt watch
1123,zJGleGyahC8,Geoffrey Rush seems to be morphing into James Woods.,geoffrey rush seem morph jame wood
1124,zJGleGyahC8,"Argo for once, how the fuck was it better than Dejango? Ben afleck didn&#39;t even do anything. The entire plot was completely revealed in the first 15 minutes of the movie.",argo fuck better dejango ben afleck even anyth entir plot complet reveal first minut movi
1125,zJGleGyahC8,It has to be good because Jim Sturgess is in it.,good jim sturgess
1126,zJGleGyahC8,Seriously what&#39;s so interesting about this movie?For you to act this way my only guess is that the trailer sucks and makes the movie look bad.,serious interest movi act way guess trailer suck make movi look bad
1127,zJGleGyahC8,this movie is fake,movi fake
1128,zJGleGyahC8,Dude is that the age when your brain will be fully developed? because that&#39;s all you need to watch this movie.,dude age brain fulli develop need watch movi
1129,zJGleGyahC8,"Italian, Australian, American... whatever. It&#39;s classified for people over 60 years old dude.",italian australian american whatev classifi peopl year old dude
1130,zJGleGyahC8,Barbossa! haha!,barbossa haha
1131,zJGleGyahC8,"I swear to you guys, this is the most mysterious movie you&#39;ll ever see very smart, very.",swear guy mysteri movi ever see smart
1132,zJGleGyahC8,Let us never forget how hot Jim Sturgess is.,let us never forget hot jim sturgess
1133,zJGleGyahC8,Geoffrey is so getting a Oscar nomination,geoffrey get oscar nomin
1134,zJGleGyahC8,It looks kind of interesting,look kind interest
1135,zJGleGyahC8,"Not really suspense. It&#39;s a drama and a mystery, but not a typical one.",realli suspens drama mysteri typic one
1136,zJGleGyahC8,More melodramatic version of Penelope?,melodramat version penelop
1137,zJGleGyahC8,"So is this a mystery movie? a suspense? I&#39;m lost, but looks okay",mysteri movi suspens lost look okay
1138,zJGleGyahC8,so old dude gets to bang a young chick. good for him.,old dude get bang young chick good
1139,zJGleGyahC8,Saw it today... it was fantastic!,saw today fantast
1140,zJGleGyahC8,Tornatore = great movie ALWAYS!!!!,tornator great movi alway
1141,zJGleGyahC8,Definitely great movie!,definit great movi
1142,zJGleGyahC8,"Saw it at Berlinale, this is a masterpiece, guys!",saw berlinal masterpiec guy
1143,zJGleGyahC8,"A really great movie with astonishing actors (Rush, Sutherland) and all you can say is &quot;old fuck young&quot;...*clap, clap,clap*",realli great movi astonish actor rush sutherland say quot old fuck young quot clap clap clap
1145,zJGleGyahC8,one of the best film in this time!!!,one best film time
1146,zJGleGyahC8,"Again, you show your ignorance. You don&#39;t care about the facts. You just want to rant. Your comments are based upon your emotions - not logic. Maybe you should read a book every now and then. Take a psychology course. Go to school. I am sure you can learn something about life so you can stop being such a moron",show ignor care fact want rant comment base upon emot logic mayb read book everi take psycholog cours go school sure learn someth life stop moron
1147,zJGleGyahC8,Ahahahha! You are American right? ;),ahahahha american right
1148,zJGleGyahC8,eww.... old man and a freaking girl i dunno if im gonna watch it...its gonna be disturbing llol,eww old man freak girl dunno im gon na watch gon na disturb llol
1149,zJGleGyahC8,"Don&#39;t underestimate this movie, guys. I&#39;ve seen it and it&#39;s fantastic.",underestim movi guy seen fantast
1150,zJGleGyahC8,"I never said that only my opinion matters and I don&#39;t think at all, that everyone needs to have the same opinion as me.",never said opinion matter think everyon need opinion
1152,zJGleGyahC8,"You, superficial americans! You and your stupid commercial movies! Your brain is so limited!",superfici american stupid commerci movi brain limit
1153,zJGleGyahC8,"Not a British movie, an Italian one. And not stupid, not at all! You should watch it!",british movi italian one stupid watch
1155,zJGleGyahC8,You are soooo superficial!!,soooo superfici
1156,zJGleGyahC8,"Smh &amp; since when was it declared that only your opinion matters??? Not everyone has the same opinion as you &amp; those that don&#39;t decided to critique a trailer &amp;,like them,I think that this movie will end up sucking the back of my balls.Looks extremely boring",smh amp sinc declar opinion matter everyon opinion amp decid critiqu trailer amp like think movi end suck back ball look extrem bore
1157,zJGleGyahC8,"Evidently you live in a fantasy world where that kinda stuff doesn&#39;t happen.Look around,it goes on in the real world more than you&#39;d like to admit",evid live fantasi world kinda stuff happen look around goe real world like admit
1158,zJGleGyahC8,"No, they do it to shock people, and they just got to you.",shock peopl got
1159,zJGleGyahC8,"How can you people critic in such an offensive way against a movie, which you haven&#39;t even seen so far? To me it looks quite interesting!",peopl critic offens way movi even seen far look quit interest
1160,zJGleGyahC8,love Tornatore,love tornator
1161,zJGleGyahC8,hjghmghnmghjng,hjghmghnmghjng
1162,zJGleGyahC8,whoremoans*,whoremoan
1163,zJGleGyahC8,Dumbledore!,dumbledor
1164,zJGleGyahC8,Wait it weird an old man having sex with a young woman,wait weird old man sex young woman
1165,zJGleGyahC8,Oscar who?,oscar
1166,zJGleGyahC8,0:40 world&#39;s scariest ladder.,world scariest ladder
1167,zJGleGyahC8,fsda,fsda
1168,zJGleGyahC8,I smell oscar,smell oscar
1169,zJGleGyahC8,"Really? It&#39;s Geoffrey Rush, one of thje best actors today and the refferenc you guys have is Captain Barbosa?.. SAD!!!!",realli geoffrey rush one thje best actor today refferenc guy captain barbosa sad
1170,zJGleGyahC8,some call it the &quot;acting&quot;,call quot act quot
1171,zJGleGyahC8,Aye aye Cap&#39;n!!!,aye aye cap n
1172,zJGleGyahC8,this is what Barbossa does in his spare time between movies,barbossa spare time movi
1173,zJGleGyahC8,Creepy old man,creepi old man
1174,zJGleGyahC8,"This looks like it could be legitimately a creative, intense, intellectual yet creepy movie. I&#39;m intrigued.",look like could legitim creativ intens intellectu yet creepi movi intrigu
1175,zJGleGyahC8,When being real goes wrong.,real goe wrong
1176,zJGleGyahC8,1:20 and 1:24 riding an Aerotrim...,ride aerotrim
1177,zJGleGyahC8,Bullshit.,bullshit
1178,zJGleGyahC8,Im first,im first
1179,zJGleGyahC8,hey,hey
1180,B-RdUcXAKiw,Vengo por la cotorriza :v,vengo por la cotorriza v
1181,B-RdUcXAKiw,Ah i love this movie so much!,ah love movi much
1182,B-RdUcXAKiw,jajaja wtf el trailer te cuenta toda la pelicula xD,jajaja wtf el trailer te cuenta toda la pelicula xd
1183,B-RdUcXAKiw,"Vicky Cristina Barcelona (2008) ~f&#39;u&quot;l&#39;l M&#39;o&#39;V&#39;l&quot;e&#39;~<br>➤ <a href=""http://awesomemovieshere.blogspot.com/tt0497465/amYW"">awesomemovieshere.blogspot.com/tt0497465/amYW</a><br>&#39;All Subtitle Available<br><br><br><br>Ruben et Lou, ensemble à la ville comme à la scène, sillonnent &lt;br&gt;les Etats-Unis entre deux concerts. Un soir, Ruben est gêné par&lt;br&gt; des acouphènes, et un médecin lui annonce qu&#39;il sera bientôt sourd. &lt;br&gt;Désemparé, et face à ses vieux démons, Ruben va devoir prendre une décision &lt;br&gt;qui changera sa vie à jamais. <a href=""https://www.youtube.com/watch?v=B-RdUcXAKiw&amp;t=00m59s"">00:59</a>",vicki cristina barcelona f u quot l l v l quot e awesomemoviesher blogspot com tt amyw subtitl availableruben et lou ensembl la vill comm la sc ne sillonn lt br gt le etat uni entr deux concert un soir ruben est g n par lt br gt de acouph ne et un decin lui annonc qu il sera bient sourd lt br gt sempar et face se vieux mon ruben va devoir prendr une cision lt br gt qui changera sa vie jamai
1184,B-RdUcXAKiw,"Vicky Cristina Barcelona (2008) f&#39;u&quot;l&#39;l M&#39;0&#39;V&#39;1&quot;E<br>Watch Nöw: <a href=""http://greatonmovies.blogspot.com/tt0497465/"">greatonmovies.blogspot.com/tt0497465/</a><br>All Subtitle<br><br><br><br>®√ Lorsqu&#39;une menace connue sous le nom de Joker fait des ravages sur les habitants de Gotham, Batman doit passer l&#39;un des&lt;br&gt; plus grands tests psychologiques et physiques de sa capacité à résister.&lt;br&gt;<br>Когда угроза, известная как Джокер, сеет хаос в людях Готэма, Бэтмен должен пройти одно из величайших&lt;br&gt; психологических и физических испытаний своей способности противостоять./// <a href=""https://www.youtube.com/watch?v=B-RdUcXAKiw&amp;t=10m11s"">10:11</a>?",vicki cristina barcelona f u quot l l v quot ewatch n w greatonmovi blogspot com tt subtitl lorsqu une menac connu sou le nom de joker fait de ravag sur le habit de gotham batman doit passer l un de lt br gt plu grand test psychologiqu et physiqu de sa capacit r sister lt br gt lt br gt
1185,B-RdUcXAKiw,"Happy belated birthday, Javier. Have a good one.",happi belat birthday javier good one
1186,B-RdUcXAKiw,"Vicky Cristina Barcelona (2008) ❍ Fúll M-ö-V-í-é ❍<br>➲ <a href=""http://playonspotmovie.blogspot.com/tt0497465/spots"">playonspotmovie.blogspot.com/tt0497465/spots</a><br>Subtitles Available<br><br><br><br>√™ Lorsqu&#39;une pilule qui donne aux utilisateurs cinq minutes de super pouvoirs inattendus arrive dans les rues de<br>la Nouvelle-Orléans, un adolescent marchand et un policier local doivent faire équipe avec un ancien soldat pour<br>faire tomber le groupe responsable de sa fabrication. √™.oalahhh Quin Elia.......??????",vicki cristina barcelona f v playonspotmovi blogspot com tt spotssubtitl avail lorsqu une pilul qui donn aux utilisateur cinq minut de super pouvoir inattendu arriv dan le rue dela nouvel orl an un adolesc marchand et un polici local doivent fair quip avec un ancien soldat pourfair tomber le group respons de sa fabric oalahhh quin elia
1187,B-RdUcXAKiw,"Vicky Cristina Barcelona (2008) ❅ f&#39;u&quot;l&#39;l M&#39;o&#39;V&#39;l&quot;e ❅<br>➽ <a href=""http://cinemashowhd.blogspot.com/tt0497465/RVuZ"">cinemashowhd.blogspot.com/tt0497465/RVuZ</a><br>-All Subtitle Available<br><br><br><br>Ruben et Lou, ensemble à la ville comme à la scène, sillonnent &lt;br&gt;les Etats-Unis entre deux concerts. Un soir, Ruben est gêné par&lt;br&gt; des acouphènes, et un médecin lui annonce qu&#39;il sera bientôt sourd. &lt;br&gt;Désemparé, et face à ses vieux démons, Ruben va devoir prendre une décision &lt;br&gt;qui changera sa vie à jamais.",vicki cristina barcelona f u quot l l v l quot e cinemashowhd blogspot com tt rvuz subtitl availableruben et lou ensembl la vill comm la sc ne sillonn lt br gt le etat uni entr deux concert un soir ruben est g n par lt br gt de acouph ne et un decin lui annonc qu il sera bient sourd lt br gt sempar et face se vieux mon ruben va devoir prendr une cision lt br gt qui changera sa vie jamai
1188,B-RdUcXAKiw,"Vicky Cristina Barcelona (2008) f&#39;u&quot;l&#39;l M&#39;0&#39;V&#39;1&quot;E<br>➩ <a href=""http://playmoviesnoww.blogspot.com/tt0497465/"">playmoviesnoww.blogspot.com/tt0497465/</a><br>All Subtitle<br><br><br><br>®√ Lorsqu&#39;une menace connue sous le nom de Joker fait des ravages sur les habitants de Gotham, Batman doit passer l&#39;un des&lt;br&gt; plus grands tests psychologiques et physiques de sa capacité à résister.&lt;br&gt;<br>Когда угроза, известная как Джокер, сеет хаос в людях Готэма, Бэтмен должен пройти одно из величайших&lt;br&gt; психологических и физических испытаний своей способности противостоять./// <a href=""https://www.youtube.com/watch?v=B-RdUcXAKiw&amp;t=00m07s"">00:07</a>",vicki cristina barcelona f u quot l l v quot e playmoviesnoww blogspot com tt subtitl lorsqu une menac connu sou le nom de joker fait de ravag sur le habit de gotham batman doit passer l un de lt br gt plu grand test psychologiqu et physiqu de sa capacit r sister lt br gt lt br gt
1189,B-RdUcXAKiw,Penelope looking like Piek from AOT,penelop look like piek aot
1190,B-RdUcXAKiw,I was going to watch until I seen it was Woody Allen... literally makes the most boring films,go watch seen woodi allen liter make bore film
1191,B-RdUcXAKiw,Love how the vibe and cinematography makes it feel like we’re in Barca ourselves,love vibe cinematographi make feel like barca
